iter	Passed	Remaining
300	7262	21690
301	7284	21660
302	7307	21634
303	7331	21608
304	7350	21569
305	7372	21539
306	7393	21506
307	7417	21481
308	7438	21448
309	7458	21414
310	7478	21376
311	7499	21344
312	7522	21318
313	7544	21288
314	7566	21258
315	7590	21233
316	7614	21211
317	7635	21178
318	7656	21146
319	7677	21112
320	7698	21080
321	7722	21056
322	7744	21026
323	7765	20996
324	7787	20965
325	7806	20929
326	7830	20906
327	7857	20888
328	7880	20861
329	7902	20834
330	7924	20803
331	7946	20775
332	7970	20751
333	7994	20727
334	8020	20710
335	8044	20685
336	8067	20659
337	8087	20625
338	8109	20595
339	8132	20569
340	8156	20546
341	8176	20512
342	8201	20491
343	8220	20455
344	8243	20428
345	8266	20403
346	8290	20378
347	8310	20345
348	8334	20321
349	8356	20294
350	8380	20271
351	8402	20242
352	8423	20212
353	8443	20179
354	8468	20158
355	8488	20125
356	8514	20104
357	8534	20073
358	8556	20045
359	8578	20015
360	8601	19989
361	8621	19957
362	8647	19940
363	8672	19917
364	8692	19885
365	8716	19861
366	8735	19827
367	8760	19806
368	8785	19784
369	8805	19753
370	8829	19728
371	8850	19698
372	8870	19667
373	8892	19639
374	8914	19611
375	8935	19582
376	8958	19557
377	8979	19527
378	9008	19515
379	9030	19485
380	9050	19454
381	9070	19424
382	9095	19401
383	9116	19372
384	9137	19342
385	9160	19317
386	9183	19292
387	9210	19276
388	9232	19248
389	9256	19224
390	9277	19196
391	9303	19176
392	9326	19152
393	9349	19125
394	9369	19095
395	9392	19069
396	9415	19044
397	9439	19021
398	9459	18990
399	9481	18962
400	9502	18934
401	9528	18915
402	9549	18885
403	9575	18866
404	9596	18836
405	9619	18812
406	9644	18790
407	9665	18762
408	9689	18738
409	9711	18712
410	9734	18687
411	9758	18664
412	9777	18632
413	9799	18605
414	9823	18581
415	9847	18558
416	9865	18525
417	9890	18502
418	9913	18478
419	9950	18479
420	9980	18467
421	10014	18463
422	10048	18457
423	10073	18436
424	10095	18408
425	10119	18385
426	10139	18355
427	10164	18333
428	10186	18307
429	10209	18281
430	10229	18251
431	10254	18230
432	10276	18203
433	10298	18176
434	10321	18151
435	10344	18125
436	10369	18105
437	10395	18085
438	10418	18059
439	10440	18034
440	10461	18004
441	10486	17983
442	10506	17954
443	10528	17927
444	10550	17899
445	10573	17876
446	10595	17848
447	10617	17822
448	10638	17793
449	10660	17767
450	10687	17749
451	10709	17723
452	10731	17697
453	10753	17669
454	10777	17646
455	10803	17627
456	10825	17601
457	10851	17580
458	10870	17549
459	10895	17526
460	10918	17502
461	10941	17477
462	10960	17447
463	10984	17423
464	11016	17412
465	11038	17387
466	11058	17357
467	11082	17333
468	11101	17303
469	11126	17281
470	11145	17250
471	11171	17229
472	11192	17203
473	11222	17189
474	11246	17166
475	11268	17140
476	11288	17109
477	11333	17118
478	11362	17103
479	11384	17077
480	11404	17048
481	11429	17026
482	11452	17000
483	11474	16974
484	11497	16949
485	11519	16923
486	11541	16897
487	11564	16873
488	11587	16847
489	11611	16825
490	11632	16796
491	11657	16775
492	11681	16751
493	11704	16726
494	11726	16701
495	11750	16678
496	11770	16649
497	11794	16625
498	11814	16597
499	11837	16572
500	11862	16550
501	11885	16526
502	11908	16501
503	11938	16486
504	11962	16463
505	11992	16448
506	12014	16421
507	12037	16397
508	12055	16366
509	12080	16343
510	12099	16314
511	12123	16291
512	12142	16261
513	12166	16238
514	12185	16208
515	12208	16183
516	12227	16153
517	12249	16127
518	12282	16115
519	12308	16095
520	12328	16067
521	12350	16040
522	12376	16020
523	12399	15996
524	12420	15969
525	12443	15944
526	12464	15917
527	12484	15889
528	12507	15864
529	12529	15839
530	12548	15809
531	12572	15786
532	12593	15759
533	12616	15734
534	12639	15710
535	12661	15685
536	12681	15657
537	12708	15637
538	12727	15608
539	12755	15590
540	12777	15564
541	12802	15542
542	12825	15518
543	12847	15492
544	12866	15463
545	12892	15442
546	12914	15417
547	12938	15394
548	12957	15365
549	12980	15340
550	13010	15324
551	13032	15299
552	13055	15274
553	13076	15248
554	13097	15221
555	13122	15199
556	13142	15171
557	13168	15150
558	13189	15124
559	13211	15098
560	13235	15075
561	13256	15048
562	13277	15022
563	13303	15001
564	13323	14973
565	13346	14950
566	13369	14926
567	13393	14902
568	13417	14878
569	13442	14858
570	13464	14832
571	13487	14808
572	13507	14780
573	13531	14757
574	13558	14737
575	13590	14723
576	13611	14697
577	13637	14675
578	13659	14650
579	13683	14627
580	13705	14602
581	13731	14580
582	13751	14553
583	13776	14531
584	13801	14508
585	13824	14484
586	13847	14460
587	13875	14441
588	13898	14417
589	13919	14391
590	13938	14362
591	13964	14342
592	13985	14315
593	14013	14296
594	14033	14269
595	14055	14244
596	14076	14217
597	14101	14195
598	14123	14170
599	14147	14147
600	14169	14122
601	14193	14099
602	14216	14075
603	14236	14048
604	14257	14021
605	14280	13998
606	14304	13974
607	14327	13950
608	14350	13925
609	14372	13901
610	14395	13877
611	14420	13855
612	14440	13828
613	14465	13805
614	14485	13779
615	14511	13757
616	14533	13732
617	14554	13706
618	14576	13681
619	14597	13655
620	14621	13632
621	14645	13609
622	14664	13581
623	14685	13556
624	14708	13532
625	14732	13508
626	14753	13482
627	14778	13460
628	14802	13437
629	14832	13420
630	14858	13398
631	14881	13374
632	14902	13348
633	14926	13325
634	14947	13300
635	14969	13274
636	14996	13253
637	15017	13228
638	15036	13200
639	15061	13179
640	15083	13153
641	15106	13129
642	15126	13103
643	15157	13085
644	15177	13059
645	15198	13034
646	15223	13011
647	15243	12985
648	15267	12961
649	15289	12937
650	15310	12911
651	15331	12885
652	15356	12863
653	15378	12839
654	15399	12813
655	15420	12787
656	15441	12762
657	15464	12737
658	15488	12715
659	15511	12690
660	15536	12668
661	15557	12643
662	15582	12621
663	15610	12600
664	15630	12575
665	15652	12550
666	15675	12526
667	15697	12501
668	15721	12478
669	15740	12451
670	15763	12427
671	15786	12404
672	15809	12380
673	15829	12353
674	15851	12328
675	15871	12302
676	15893	12278
677	15916	12254
678	15939	12230
679	15959	12204
680	15990	12186
681	16013	12162
682	16036	12138
683	16056	12112
684	16079	12089
685	16102	12064
686	16124	12040
687	16145	12015
688	16169	11992
689	16191	11967
690	16215	11944
691	16237	11920
692	16261	11896
693	16284	11873
694	16305	11847
695	16334	11828
696	16354	11802
697	16376	11777
698	16399	11754
699	16421	11729
700	16442	11704
701	16466	11681
702	16516	11676
703	16540	11653
704	16562	11628
705	16583	11604
706	16604	11578
707	16624	11552
708	16650	11530
709	16670	11505
710	16692	11480
711	16717	11457
712	16742	11435
713	16765	11412
714	16788	11387
715	16808	11362
716	16831	11338
717	16855	11315
718	16880	11293
719	16900	11267
720	16921	11241
721	16940	11215
722	16966	11193
723	16990	11170
724	17012	11145
725	17033	11121
726	17057	11097
727	17080	11074
728	17101	11049
729	17126	11026
730	17147	11001
731	17172	10978
732	17194	10954
733	17216	10930
734	17236	10904
735	17262	10882
736	17283	10857
737	17307	10834
738	17330	10811
739	17351	10786
740	17371	10760
741	17397	10738
742	17416	10712
743	17437	10687
744	17458	10662
745	17482	10639
746	17503	10614
747	17529	10592
748	17551	10568
749	17572	10543
750	17597	10520
751	17616	10495
752	17637	10470
753	17660	10446
754	17682	10421
755	17704	10397
756	17728	10374
757	17749	10349
758	17774	10327
759	17797	10303
760	17822	10281
761	17844	10257
762	17864	10231
763	17889	10209
764	17914	10186
765	17939	10164
766	17960	10139
767	17981	10114
768	18007	10092
769	18034	10071
770	18055	10046
771	18079	10023
772	18101	9999
773	18124	9975
774	18145	9950
775	18165	9925
776	18188	9901
777	18208	9876
778	18233	9853
779	18256	9830
780	18277	9805
781	18301	9782
782	18325	9759
783	18346	9734
784	18371	9712
785	18391	9686
786	18412	9662
787	18438	9640
788	18459	9615
789	18479	9590
790	18502	9567
791	18522	9542
792	18547	9519
793	18570	9495
794	18590	9470
795	18612	9446
796	18635	9423
797	18658	9399
798	18677	9374
799	18703	9351
800	18724	9326
801	18752	9305
802	18772	9280
803	18795	9257
804	18815	9232
805	18839	9209
806	18862	9186
807	18886	9162
808	18905	9137
809	18927	9113
810	18949	9089
811	18972	9065
812	18997	9042
813	19021	9020
814	19044	8996
815	19065	8971
816	19089	8948
817	19113	8925
818	19135	8902
819	19157	8877
820	19183	8855
821	19203	8830
822	19225	8806
823	19247	8782
824	19271	8759
825	19292	8735
826	19315	8711
827	19337	8687
828	19362	8665
829	19386	8642
830	19405	8616
831	19425	8592
832	19448	8568
833	19470	8544
834	19494	8521
835	19517	8497
836	19536	8472
837	19560	8449
838	19581	8425
839	19606	8402
840	19629	8379
841	19652	8355
842	19672	8331
843	19697	8308
844	19718	8284
845	19742	8261
846	19764	8237
847	19788	8214
848	19812	8191
849	19836	8167
850	19858	8143
851	19881	8120
852	19905	8097
853	19931	8075
854	19952	8050
855	19976	8028
856	19999	8004
857	20028	7983
858	20047	7958
859	20069	7934
860	20091	7910
861	20113	7886
862	20135	7862
863	20159	7839
864	20181	7816
865	20203	7792
866	20227	7768
867	20249	7745
868	20280	7724
869	20302	7700
870	20322	7676
871	20345	7653
872	20365	7628
873	20389	7605
874	20410	7581
875	20434	7557
876	20458	7535
877	20480	7511
878	20501	7486
879	20525	7463
880	20546	7439
881	20573	7417
882	20591	7392
883	20612	7368
884	20632	7343
885	20657	7321
886	20682	7298
887	20706	7275
888	20726	7250
889	20748	7227
890	20770	7203
891	20793	7179
892	20814	7155
893	20838	7132
894	20859	7108
895	20882	7085
896	20904	7061
897	20927	7037
898	20946	7013
899	20970	6990
900	20995	6967
901	21020	6944
902	21039	6919
903	21061	6896
904	21087	6873
905	21110	6850
906	21129	6825
907	21157	6804
908	21181	6780
909	21206	6758
910	21226	6733
911	21248	6710
912	21270	6686
913	21295	6663
914	21316	6639
915	21338	6615
916	21360	6592
917	21383	6568
918	21403	6544
919	21426	6521
920	21447	6497
921	21475	6475
922	21493	6450
923	21519	6428
924	21538	6403
925	21561	6380
926	21583	6356
927	21608	6333
928	21628	6309
929	21652	6286
930	21673	6262
931	21725	6247
932	21748	6223
933	21770	6200
934	21790	6175
935	21815	6153
936	21838	6129
937	21862	6106
938	21885	6083
939	21918	6062
940	21947	6040
941	21970	6017
942	21992	5993
943	22018	5971
944	22040	5947
945	22065	5924
946	22084	5900
947	22106	5876
948	22128	5852
949	22151	5829
950	22172	5805
951	22193	5781
952	22214	5757
953	22238	5734
954	22273	5714
955	22298	5691
956	22318	5667
957	22339	5643
958	22365	5620
959	22386	5596
960	22404	5572
961	22426	5548
962	22450	5525
963	22473	5501
964	22494	5477
965	22516	5454
966	22537	5430
967	22561	5407
968	22583	5383
969	22607	5360
970	22630	5337
971	22653	5313
972	22680	5291
973	22702	5267
974	22723	5243
975	22748	5220
976	22769	5197
977	22793	5174
978	22815	5150
979	22836	5126
980	22860	5103
981	22886	5080
982	22909	5057
983	22931	5033
984	22951	5009
985	22976	4986
986	23002	4964
987	23024	4940
988	23044	4916
989	23066	4892
990	23095	4870
991	23117	4847
992	23135	4822
993	23158	4799
994	23178	4775
995	23205	4752
996	23226	4729
997	23249	4705
998	23270	4682
999	23296	4659
1000	23317	4635
1001	23339	4611
1002	23360	4588
1003	23379	4564
1004	23406	4541
1005	23426	4517
1006	23449	4494
1007	23473	4471
1008	23496	4447
1009	23526	4425
1010	23547	4402
1011	23565	4377
1012	23590	4354
1013	23613	4331
1014	23639	4308
1015	23659	4284
1016	23681	4261
1017	23703	4237
1018	23726	4214
1019	23749	4191
1020	23772	4167
1021	23791	4143
1022	23812	4120
1023	23836	4096
1024	23859	4073
1025	23882	4050
1026	23906	4027
1027	23926	4003
1028	23950	3980
1029	23971	3956
1030	23996	3933
1031	24019	3910
1032	24044	3887
1033	24068	3863
1034	24089	3840
1035	24110	3816
1036	24134	3793
1037	24155	3769
1038	24177	3746
1039	24200	3723
1040	24220	3699
1041	24241	3675
1042	24264	3652
1043	24288	3629
1044	24310	3605
1045	24334	3582
1046	24356	3559
1047	24378	3535
1048	24399	3512
1049	24423	3489
1050	24443	3465
1051	24467	3442
1052	24488	3418
1053	24511	3395
1054	24533	3371
1055	24556	3348
1056	24580	3325
1057	24602	3302
1058	24622	3278
1059	24646	3255
1060	24673	3232
1061	24697	3209
1062	24717	3185
1063	24739	3162
1064	24759	3138
1065	24783	3115
1066	24805	3092
1067	24829	3068
1068	24849	3045
1069	24871	3021
1070	24894	2998
1071	24917	2975
1072	24937	2951
1073	24959	2928
1074	24986	2905
1075	25012	2882
1076	25032	2858
1077	25057	2835
1078	25080	2812
1079	25105	2789
1080	25127	2766
1081	25150	2742
1082	25169	2719
1083	25192	2695
1084	25215	2672
1085	25236	2649
1086	25256	2625
1087	25278	2602
1088	25298	2578
1089	25322	2555
1090	25343	2532
1091	25365	2508
1092	25384	2485
1093	25408	2461
1094	25430	2438
1095	25458	2415
1096	25479	2392
1097	25501	2368
1098	25521	2345
1099	25546	2322
1100	25565	2298
1101	25588	2275
1102	25610	2252
1103	25633	2228
1104	25654	2205
1105	25677	2182
1106	25696	2158
1107	25717	2135
1108	25739	2112
1109	25762	2088
1110	25783	2065
1111	25805	2042
1112	25825	2018
1113	25850	1995
1114	25874	1972
1115	25894	1949
1116	25915	1925
1117	25938	1902
1118	25961	1879
1119	25989	1856
1120	26009	1832
1121	26031	1809
1122	26050	1786
1123	26073	1763
1124	26093	1739
1125	26115	1716
1126	26139	1693
1127	26164	1670
1128	26184	1646
1129	26207	1623
1130	26227	1600
1131	26254	1577
1132	26278	1553
1133	26303	1530
1134	26323	1507
1135	26347	1484
1136	26370	1461
1137	26395	1438
1138	26415	1414
1139	26438	1391
1140	26457	1368
1141	26480	1344
1142	26504	1321
1143	26525	1298
1144	26544	1275
1145	26567	1251
1146	26589	1228
1147	26613	1205
1148	26636	1182
1149	26659	1159
1150	26679	1135
1151	26704	1112
1152	26733	1089
1153	26754	1066
1154	26775	1043
1155	26796	1019
1156	26820	996
1157	26840	973
1158	26861	950
1159	26883	927
1160	26904	903
1161	26957	881
1162	26984	858
1163	27006	835
1164	27032	812
1165	27054	788
1166	27075	765
1167	27096	742
1168	27121	719
1169	27143	695
1170	27164	672
1171	27186	649
1172	27208	626
1173	27229	603
1174	27253	579
1175	27273	556
1176	27293	533
1177	27316	510
1178	27339	486
1179	27360	463
1180	27383	440
1181	27404	417
1182	27424	394
1183	27453	370
1184	27472	347
1185	27496	324
1186	27518	301
1187	27541	278
1188	27565	255
1189	27587	231
1190	27608	208
1191	27630	185
1192	27653	162
1193	27674	139
1194	27698	115
1195	27721	92
1196	27740	69
1197	27765	46
1198	27785	23
1199	27806	0
