iter	Logloss
397	0.4346820586
398	0.4346015758
399	0.4344615251
400	0.4342680017
401	0.4341558088
402	0.4340337261
403	0.4338820264
404	0.4337313591
405	0.4335927846
406	0.433471313
407	0.4333719358
408	0.4332588463
409	0.4331378875
410	0.4330399876
411	0.4329129912
412	0.4327761814
413	0.4326875861
414	0.4325694059
415	0.432431447
416	0.4323351837
417	0.4322242255
418	0.4321054674
419	0.4319971998
420	0.4318574463
421	0.4317230842
422	0.4316304143
423	0.4314909693
424	0.4313635372
425	0.4312916732
426	0.4312048899
427	0.4310519177
428	0.4309404803
429	0.4308173977
430	0.4307097404
431	0.4305657061
432	0.4304754762
433	0.4303712679
434	0.4302983884
435	0.4301966024
436	0.4300989292
437	0.4299576213
438	0.4298215538
439	0.4296984018
440	0.4295611694
441	0.4294420292
442	0.4293208556
443	0.4292541867
444	0.4291097219
445	0.4290131454
446	0.4288920902
447	0.4287480894
448	0.4286323444
449	0.4285414505
450	0.4284233325
451	0.4282641052
452	0.4281675725
453	0.4280566765
454	0.4279545063
455	0.4278614473
456	0.4277586881
457	0.4276363664
458	0.4275544025
459	0.427495957
460	0.4273684515
461	0.4272556503
462	0.4271252536
463	0.4269741727
464	0.4268823843
465	0.426774665
466	0.426640826
467	0.4264923838
468	0.4263998283
469	0.4263011608
470	0.4262206846
471	0.4261127107
472	0.4260377483
473	0.4259514582
474	0.4258759562
475	0.4257880875
476	0.4257096917
477	0.4256096026
478	0.4255393148
479	0.4254184779
480	0.4252944245
481	0.4251368431
482	0.4250499788
483	0.4249451646
484	0.4248374496
485	0.4247543707
486	0.4246614057
487	0.4245560368
488	0.4244876901
489	0.4243950687
490	0.424312326
491	0.4241958956
492	0.4241008843
493	0.424023981
494	0.4239220358
495	0.4238313142
496	0.4237158058
497	0.4236402368
498	0.4235340001
499	0.4234251815
500	0.4233690466
501	0.4232811982
502	0.423222762
503	0.4231565848
504	0.4230568152
505	0.4229984886
506	0.4229194494
507	0.4228146202
508	0.4227430746
509	0.422660219
510	0.4225793122
511	0.4224705476
512	0.4223709514
513	0.4222790496
514	0.422199593
515	0.4221209041
516	0.4220478403
517	0.4219572936
518	0.4218899372
519	0.4218120662
520	0.4217252891
521	0.4216580594
522	0.4215357218
523	0.4214526272
524	0.4213607611
525	0.4212579829
526	0.4211752774
527	0.4211190685
528	0.4209725959
529	0.4208938391
530	0.4207907931
531	0.4207079865
532	0.4206189684
533	0.4205591256
534	0.420490246
535	0.4204231856
536	0.4203589246
537	0.4202675565
538	0.4201891192
539	0.4200857676
540	0.419990734
541	0.4199208913
542	0.4198517938
543	0.419789586
544	0.4197189188
545	0.419646967
546	0.419567648
547	0.419511588
548	0.419430704
549	0.4193757251
550	0.4193050083
551	0.4191798217
552	0.4191178394
553	0.4190314033
554	0.4189581847
555	0.4189008332
556	0.4188357028
557	0.41876412
558	0.4187085428
559	0.4186468448
560	0.4185731685
561	0.4185120447
562	0.4184562867
563	0.4183883911
564	0.4183387689
565	0.4182879186
566	0.4182390394
567	0.4181714103
568	0.4180975641
569	0.4180153339
570	0.4178919944
571	0.4177990201
572	0.4177452407
573	0.4176677246
574	0.4176038021
575	0.4175452993
576	0.4174789889
577	0.4174218644
578	0.4173605493
579	0.4173060175
580	0.4172338644
581	0.4171629781
582	0.4171134781
583	0.4170532386
584	0.4169840036
585	0.4169024875
586	0.4168320111
587	0.4167692351
588	0.4167007008
589	0.4166333863
590	0.4165663646
591	0.416492441
592	0.4164539499
593	0.4163324264
594	0.4162754745
595	0.4162113435
596	0.4161454172
597	0.4160674569
598	0.4159540634
599	0.4158723096
600	0.4158262655
601	0.415785016
602	0.4157058367
603	0.4156279437
604	0.4155777757
605	0.4154855749
606	0.4154247547
607	0.415371149
608	0.415297636
609	0.4152410049
610	0.4151417893
611	0.4150742298
612	0.415030378
613	0.4149624987
614	0.4148816319
615	0.4148111063
616	0.4147139332
617	0.4146327581
618	0.4145822248
619	0.4144952831
620	0.4143751908
621	0.4142827388
622	0.414229142
623	0.4141658038
624	0.4140964762
625	0.4140135749
626	0.413944472
627	0.4138351899
628	0.4137659648
629	0.4136873055
630	0.4136276827
631	0.4135630978
632	0.4134906689
633	0.4134162136
634	0.4133702622
635	0.4132690355
636	0.4132081529
637	0.4131669521
638	0.4131171858
639	0.4130065015
640	0.4128842092
641	0.4128235108
642	0.4127289859
643	0.4126768441
644	0.4125766104
645	0.4125248025
646	0.4124442792
647	0.4123714521
648	0.4123001053
649	0.4122369973
650	0.4121803323
651	0.4120670518
652	0.4120030634
653	0.4119481013
654	0.4118875281
655	0.4118422266
656	0.411754853
657	0.4116902372
658	0.4116268872
659	0.411564569
660	0.4114821005
661	0.4113974482
662	0.4113464899
663	0.411288908
664	0.4112298519
665	0.4111596827
666	0.4110791976
667	0.4110199536
668	0.4109402011
669	0.4108667679
670	0.4107975989
671	0.4107413573
672	0.4106905636
673	0.4106305792
674	0.410585208
675	0.4105446418
676	0.4105043202
677	0.4104427169
678	0.4104051989
679	0.4103396112
680	0.4102851765
681	0.4102303175
682	0.4101402327
683	0.4100792324
684	0.4100379663
685	0.409941617
686	0.4098951114
687	0.4098252193
688	0.4097885609
689	0.4097446053
690	0.4097071351
691	0.4096529151
692	0.4096082477
693	0.4095652716
694	0.4095137932
695	0.4094162976
696	0.4093625383
697	0.4093065761
698	0.4092601311
699	0.4091797849
700	0.4091201506
701	0.4090792018
702	0.4090400165
703	0.4089681699
704	0.4089175693
705	0.4088596975
706	0.4088138433
707	0.4087514979
708	0.4087152708
709	0.4086617732
710	0.4086107222
711	0.408565156
712	0.4084961441
713	0.4084213464
714	0.408368699
715	0.4083142735
716	0.408276098
717	0.4081968453
718	0.4081080724
719	0.4080699502
720	0.4080144083
721	0.4079703655
722	0.4079071747
723	0.4078440427
724	0.4077913433
725	0.4077090779
726	0.4076454923
727	0.407587715
728	0.4075580019
729	0.4074993206
730	0.4074568293
731	0.4074127501
732	0.4073386802
733	0.4072796645
734	0.4072251053
735	0.4071762659
736	0.4071210935
737	0.4070478555
738	0.4069886892
739	0.4069401737
740	0.4068803233
741	0.4068410475
742	0.4067892589
743	0.4067346914
744	0.4066913921
745	0.4066608512
746	0.4066045211
747	0.4065242181
748	0.4064701156
749	0.4064188028
750	0.4063537559
751	0.406310691
752	0.4062402647
753	0.4062092205
754	0.4061597897
755	0.4060783139
756	0.4060252305
757	0.4059633791
758	0.4059006024
759	0.4058613449
760	0.4058152259
761	0.4057687893
762	0.4056935674
763	0.4056322968
764	0.4055772165
765	0.4055343221
766	0.4054996958
767	0.4054544616
768	0.4054220753
769	0.4053617316
770	0.4053135868
771	0.4052559863
772	0.4052055492
773	0.4051673812
774	0.4051125426
775	0.4050758444
776	0.405053397
777	0.4049900111
778	0.4049432276
779	0.4048988077
780	0.4048555597
781	0.4047956345
782	0.404748566
783	0.4047085186
784	0.4046262713
785	0.404592334
786	0.4045560638
787	0.4045194804
788	0.4044742608
789	0.4044157173
790	0.4043571706
791	0.4043165482
792	0.4042610098
793	0.4042226233
794	0.4041764155
795	0.4041265865
796	0.40409137
797	0.4040385126
798	0.4039681273
799	0.4039392932
800	0.4038847794
801	0.4038354247
802	0.4037975269
803	0.4037171117
804	0.4036500613
805	0.4036202016
806	0.4035861051
807	0.4035358491
808	0.4034797785
809	0.4034402382
810	0.4033723797
811	0.403329402
812	0.403276904
813	0.4032491164
814	0.4032050612
815	0.4031712071
816	0.4031290611
817	0.4030843844
818	0.403055446
819	0.4030183457
820	0.4029335862
821	0.4028803613
822	0.4028544945
823	0.4028040445
824	0.4027279901
825	0.4026636844
826	0.4026196504
827	0.4025912767
828	0.4025382417
829	0.4025057037
830	0.4024523845
831	0.4023983019
832	0.4023655018
833	0.402322854
834	0.402284968
835	0.4022446961
836	0.4021860884
837	0.4021348607
838	0.402090737
839	0.40205155
840	0.4019796341
841	0.4019277653
842	0.4018682348
843	0.401814712
844	0.4017763336
845	0.4017313832
846	0.4016813446
847	0.401619285
848	0.4015516529
849	0.4015115096
850	0.4014859847
851	0.4014329509
852	0.4013933042
853	0.401354549
854	0.4013138892
855	0.401265634
856	0.4012302432
857	0.4011799143
858	0.4011543436
859	0.4011293137
860	0.4010465858
861	0.401018902
862	0.4009707997
863	0.4009074837
864	0.4008382559
865	0.4008077531
866	0.4007578106
867	0.4007004697
868	0.4006830545
869	0.4006481473
870	0.4006030146
871	0.4005528244
872	0.4005250932
873	0.4004834832
874	0.4004260431
875	0.4003976123
876	0.4003525684
877	0.4003164767
878	0.4002727453
879	0.4002426276
880	0.4001894795
881	0.4001200195
882	0.4000761547
883	0.400040908
884	0.4000075336
885	0.3999732884
886	0.3999294892
887	0.3998896956
888	0.3998503092
889	0.3998208589
890	0.3997901886
891	0.3997429062
892	0.3996750605
893	0.3996454842
894	0.3996050371
895	0.3995796469
896	0.3995311443
897	0.3995040169
898	0.3994792981
899	0.3994330655
900	0.399395752
901	0.3993616963
902	0.3993164517
903	0.3992456689
904	0.3991988008
905	0.3991565493
906	0.3991306676
907	0.3990844484
908	0.3990397605
909	0.3989959349
910	0.3989562787
911	0.3988974559
912	0.3988683238
913	0.3988255435
914	0.3987653894
915	0.3987359539
916	0.3987058269
917	0.3986657108
918	0.3986301608
919	0.3985556206
920	0.3984852246
921	0.3984460141
922	0.3984281565
923	0.3983438644
924	0.3983101774
925	0.3982511514
926	0.3981997866
927	0.3981639405
928	0.3981230122
929	0.3980805284
930	0.3980308265
931	0.3980061094
932	0.3979612317
933	0.3978853813
934	0.3978463491
935	0.3977998512
936	0.3977678305
937	0.3977275385
938	0.3976900602
939	0.3976529358
940	0.3976203548
941	0.3975542567
942	0.397536858
943	0.397505648
944	0.3974569272
945	0.3974026667
946	0.397374285
947	0.397346139
948	0.3973155362
949	0.3972876969
950	0.3972255377
951	0.3971898995
952	0.3971465586
953	0.3970985008
954	0.3970728219
955	0.3970482189
956	0.3970267612
957	0.3969994546
958	0.3969759777
959	0.3969430212
960	0.3968945638
961	0.3968612496
962	0.3968262715
963	0.3967603078
964	0.3966989808
965	0.3966685333
966	0.3966427486
967	0.3966145645
968	0.3965794204
969	0.396535858
970	0.3965045782
971	0.3964726405
972	0.3964276389
973	0.396377047
974	0.3963420322
975	0.3963157609
976	0.3962636229
977	0.3962317427
978	0.3961558462
979	0.3961210071
980	0.3960841498
981	0.3960389588
982	0.3959957312
983	0.3959627019
984	0.3959376693
985	0.395897237
986	0.3958656049
987	0.3958404481
988	0.3958061404
989	0.3957735279
990	0.3957425104
991	0.3957171961
992	0.3956941911
993	0.395664512
994	0.395623902
995	0.3955896655
996	0.3955630207
997	0.3955255233
998	0.3954939592
999	0.3954353915
1000	0.3953639569
1001	0.3952909624
1002	0.3952661795
1003	0.3952352876
1004	0.3952032737
1005	0.3951651462
1006	0.3951233389
1007	0.3950973176
1008	0.3950717433
1009	0.3950428046
1010	0.3950055304
1011	0.3949639834
1012	0.3949363309
1013	0.3949063271
1014	0.3948399851
1015	0.3948286544
1016	0.394788334
1017	0.3947677706
1018	0.3947305693
1019	0.3946986816
1020	0.3946366811
1021	0.3945929296
1022	0.3945540594
1023	0.3945142206
1024	0.3944776468
1025	0.3944320953
1026	0.3944003378
1027	0.394368403
1028	0.3943316498
1029	0.3942796272
1030	0.3942562878
1031	0.3942051581
1032	0.3941812806
1033	0.394143417
1034	0.3941118913
1035	0.3940860019
1036	0.3940553247
1037	0.394040667
1038	0.3940042564
1039	0.3939718259
1040	0.3939482297
1041	0.3939109201
1042	0.3938929841
1043	0.3938637668
1044	0.3938257856
1045	0.3938007507
1046	0.3937796292
1047	0.3937531115
1048	0.3937285284
1049	0.3936984122
1050	0.3936671227
1051	0.3936252253
1052	0.3935733979
1053	0.3935389307
1054	0.3935039111
1055	0.393447531
1056	0.3934210612
1057	0.3933650733
1058	0.3933206871
1059	0.3933002714
1060	0.3932558781
1061	0.3932358631
1062	0.393196697
1063	0.3931729795
1064	0.3931357172
1065	0.3931086383
1066	0.3930742761
1067	0.393022461
1068	0.392987153
1069	0.3929518579
1070	0.3929320046
1071	0.3928998027
1072	0.3928673901
1073	0.3928529363
1074	0.3928224628
1075	0.3927866895
1076	0.3927297516
1077	0.3926917916
1078	0.3926437816
1079	0.3926121079
1080	0.3925855415
1081	0.3925602693
1082	0.3925465964
1083	0.3925316664
1084	0.3924693804
1085	0.3924355007
1086	0.3923886409
1087	0.3923514256
1088	0.3923276382
1089	0.3922874023
1090	0.3922554212
1091	0.3922157341
1092	0.3921941831
1093	0.3921636342
1094	0.392139238
1095	0.3921153884
1096	0.3920792085
1097	0.3920519218
1098	0.392027259
1099	0.3919787179
1100	0.391936117
1101	0.391901035
1102	0.3918760708
1103	0.391857707
1104	0.3918051657
1105	0.3917781838
1106	0.3917526655
1107	0.3917175911
1108	0.3916821151
1109	0.3916260257
1110	0.3915978149
1111	0.3915651915
1112	0.3915319398
1113	0.3915067632
1114	0.3914476383
1115	0.3914185827
1116	0.3913925452
1117	0.3913682453
1118	0.3913491871
1119	0.3913287552
1120	0.3912965021
1121	0.3912650453
1122	0.3912108566
1123	0.3911620691
1124	0.3911379993
1125	0.3911139911
1126	0.3910751544
1127	0.3910357469
1128	0.3909995947
1129	0.390969254
1130	0.3909387816
1131	0.3909104336
1132	0.3908698553
1133	0.3908507395
1134	0.3908218918
1135	0.3907941062
1136	0.3907628336
1137	0.3907430374
1138	0.3907080519
1139	0.3906662565
1140	0.3906427734
1141	0.3906095142
1142	0.3905694888
1143	0.3905456227
1144	0.3905258523
1145	0.3904555192
1146	0.3904308783
1147	0.3903984567
1148	0.3903773405
1149	0.3903480139
1150	0.3903208493
1151	0.3902921926
1152	0.3902658386
1153	0.3902407478
1154	0.3902162166
1155	0.3901765574
1156	0.3901440982
1157	0.3901177442
1158	0.3900807753
1159	0.3900380146
1160	0.3900081376
1161	0.3899828795
1162	0.3899484694
1163	0.3899099501
1164	0.3898865979
1165	0.3898527698
1166	0.3898077078
1167	0.3897844503
1168	0.3897607641
1169	0.3897131192
1170	0.3896800753
1171	0.3896488042
1172	0.3896174891
1173	0.389586024
1174	0.3895618055
1175	0.3895400366
1176	0.3894954309
1177	0.3894560944
1178	0.3894318788
1179	0.3894017564
1180	0.3893558788
1181	0.3893097267
1182	0.3892882684
1183	0.3892643242
1184	0.3892462891
1185	0.3891895445
1186	0.3891558925
1187	0.3891228845
1188	0.389057906
1189	0.389011249
1190	0.3889902525
1191	0.3889665664
1192	0.3889480167
1193	0.3889181765
1194	0.3888966566
1195	0.3888636591
1196	0.3888300736
1197	0.3887985084
1198	0.3887745971
1199	0.3887449859
