iter	Logloss
208	0.3681139863
209	0.3679048215
210	0.3677476592
211	0.3674455958
212	0.3673046004
213	0.3671102787
214	0.3669322647
215	0.3667000701
216	0.3665077293
217	0.3663036812
218	0.3661130679
219	0.3659239099
220	0.3657216925
221	0.365554325
222	0.3653705183
223	0.3651985223
224	0.3649275159
225	0.3647696776
226	0.3645942173
227	0.3644585451
228	0.364239513
229	0.3640392672
230	0.3638155597
231	0.3636533183
232	0.3634624609
233	0.3633002946
234	0.363130702
235	0.3629289916
236	0.3626533661
237	0.3624694749
238	0.3622779228
239	0.3621290599
240	0.3619429343
241	0.361808323
242	0.361563116
243	0.3612812847
244	0.3611009987
245	0.3609248906
246	0.3606724733
247	0.360474415
248	0.3602243542
249	0.3598895628
250	0.359708751
251	0.3594063122
252	0.3591879749
253	0.3589883393
254	0.358810053
255	0.3585946074
256	0.3583642153
257	0.3581639507
258	0.3579912224
259	0.3577707258
260	0.357626773
261	0.3572666422
262	0.3570605944
263	0.3568999771
264	0.3566504702
265	0.356507231
266	0.3562715157
267	0.3560226754
268	0.3558738406
269	0.3556867011
270	0.3554266604
271	0.3551611931
272	0.3549892628
273	0.3548039822
274	0.3546602735
275	0.3545235216
276	0.3543862159
277	0.3542482998
278	0.3540619677
279	0.3538659091
280	0.3536773895
281	0.3534519921
282	0.3532812165
283	0.3530474165
284	0.3528083026
285	0.3525607391
286	0.3523162175
287	0.3521591209
288	0.3520022121
289	0.3517826073
290	0.3515647958
291	0.3513851951
292	0.3511431896
293	0.3510006451
294	0.3508386477
295	0.3507152838
296	0.3504671476
297	0.3502422571
298	0.3500802786
299	0.3497831348
300	0.3495904373
301	0.3494372369
302	0.3492440418
303	0.3490664033
304	0.3488915814
305	0.3487323536
306	0.3485479649
307	0.3483203424
308	0.3481302831
309	0.3478867754
310	0.3476846237
311	0.3475567252
312	0.3473576529
313	0.3472023214
314	0.3470711181
315	0.3468409138
316	0.3467241499
317	0.3466008704
318	0.3464098816
319	0.3461937036
320	0.3460070617
321	0.3458382577
322	0.3457158138
323	0.3455412923
324	0.3453999214
325	0.3452619584
326	0.3450384387
327	0.3448648091
328	0.3447422431
329	0.3445857098
330	0.3444211964
331	0.3442749435
332	0.3441502369
333	0.3439959757
334	0.3438537597
335	0.3437476142
336	0.343597465
337	0.3434556997
338	0.3433681433
339	0.3431781778
340	0.3429832177
341	0.3428615155
342	0.3427006353
343	0.3425480452
344	0.3423981308
345	0.3422222198
346	0.3420368828
347	0.3418319146
348	0.3417343782
349	0.341598706
350	0.3414574383
351	0.3412665434
352	0.3411076255
353	0.3408989582
354	0.3407845978
355	0.3405432964
356	0.3404137642
357	0.340231854
358	0.3400762314
359	0.3399053432
360	0.3397068718
361	0.3395437291
362	0.3394333963
363	0.3393342826
364	0.3391143117
365	0.3389962898
366	0.3388441503
367	0.3386569169
368	0.3385498043
369	0.3384196055
370	0.3382673158
371	0.3380800918
372	0.3379524749
373	0.3378195065
374	0.3376287055
375	0.3374848278
376	0.3373042226
377	0.3371120227
378	0.3369990893
379	0.3368821188
380	0.3367745087
381	0.3366311849
382	0.3364996812
383	0.336364469
384	0.3362210326
385	0.3359750088
386	0.3358722619
387	0.3357179724
388	0.3355394327
389	0.3353311691
390	0.335188343
391	0.3350367762
392	0.334935475
393	0.3347674127
394	0.3345792499
395	0.3344370621
396	0.3343418446
397	0.3341493067
398	0.3340502588
399	0.3339069444
400	0.3336938553
401	0.333580997
402	0.3334392598
403	0.3333197827
404	0.3331878565
405	0.3330647366
406	0.3328990496
407	0.3327834217
408	0.3326907016
409	0.3325768481
410	0.3324625628
411	0.3323027248
412	0.3321993394
413	0.3321027606
414	0.3319300229
415	0.3318245909
416	0.331705846
417	0.3315901336
418	0.3314024308
419	0.3312606843
420	0.3311368884
421	0.3309468009
422	0.3308051483
423	0.3307280599
424	0.3306167319
425	0.3304562273
426	0.3303243856
427	0.3301972569
428	0.3300430144
429	0.3299390282
430	0.3298318311
431	0.3296913896
432	0.3295412874
433	0.3294334331
434	0.3292692858
435	0.3291497523
436	0.3289947118
437	0.3288603634
438	0.328723405
439	0.3286048385
440	0.3284778788
441	0.3283445725
442	0.3282434497
443	0.3280727962
444	0.3279652612
445	0.3278595944
446	0.3277216971
447	0.3275861188
448	0.3274721151
449	0.3273727856
450	0.327180764
451	0.3270796131
452	0.3269084996
453	0.3267815962
454	0.326670625
455	0.3265969727
456	0.3264537429
457	0.3263549766
458	0.326129213
459	0.3260272359
460	0.3259073081
461	0.3257584921
462	0.3256400853
463	0.325536606
464	0.3253852739
465	0.3252527938
466	0.3251311291
467	0.3250287201
468	0.324946731
469	0.3248634838
470	0.3247724348
471	0.3246753772
472	0.3245365975
473	0.3244406102
474	0.3242853162
475	0.324165839
476	0.3240375461
477	0.3239339354
478	0.3238731641
479	0.3237927335
480	0.3236006462
481	0.3235158593
482	0.3233564625
483	0.3232841529
484	0.3231549117
485	0.3230262715
486	0.3228888437
487	0.3227792338
488	0.3226885697
489	0.3226078198
490	0.3224779215
491	0.3224020912
492	0.3222812903
493	0.322194222
494	0.3220668867
495	0.3219618677
496	0.3218441368
497	0.3216979308
498	0.3215700792
499	0.3214428472
500	0.3213331997
501	0.321194082
502	0.3211112385
503	0.3209986431
504	0.3208310596
505	0.3206749864
506	0.3205663247
507	0.3204602167
508	0.3203472832
509	0.3202236564
510	0.3201150698
511	0.3199145518
512	0.3198029609
513	0.3196359971
514	0.3195246222
515	0.3194352537
516	0.31929024
517	0.3191731147
518	0.319088248
519	0.3189768026
520	0.3188815148
521	0.3187737262
522	0.3186640036
523	0.3185499905
524	0.3184675038
525	0.3183144959
526	0.3181597323
527	0.3180559526
528	0.3179499338
529	0.3177814678
530	0.3177036471
531	0.3176131896
532	0.3174746399
533	0.3173292131
534	0.317221049
535	0.3171507015
536	0.3170208502
537	0.3169086772
538	0.3167879561
539	0.3167064458
540	0.3165592821
541	0.3164218684
542	0.3163309931
543	0.3162626406
544	0.316128771
545	0.3160391866
546	0.3159268963
547	0.3158458319
548	0.3156805486
549	0.315592349
550	0.3154316238
551	0.3153148036
552	0.3152338284
553	0.3151294056
554	0.3150478859
555	0.314993203
556	0.314896305
557	0.3147487001
558	0.3146672461
559	0.3145699209
560	0.3144618742
561	0.3143134525
562	0.314228337
563	0.3141459019
564	0.3139887772
565	0.3139033237
566	0.3137657034
567	0.3136316273
568	0.3135416532
569	0.3134560918
570	0.3133343802
571	0.3132304691
572	0.3131616284
573	0.3130173987
574	0.3129043104
575	0.3128166365
576	0.3127310844
577	0.3126034441
578	0.3125266232
579	0.3123877637
580	0.3123094736
581	0.3122214336
582	0.3121481428
583	0.3120265955
584	0.3119285709
585	0.3118236787
586	0.3117560351
587	0.3116160771
588	0.3115156349
589	0.3114305241
590	0.3112892893
591	0.3111849416
592	0.3110715106
593	0.3109833157
594	0.3109148975
595	0.3107989504
596	0.3106737651
597	0.3105931279
598	0.3104733785
599	0.310328731
600	0.3102518679
601	0.3101565143
602	0.3100780364
603	0.3100114302
604	0.3099269531
605	0.3097725463
606	0.3096581296
607	0.3095833836
608	0.3095110974
609	0.3094120354
610	0.3092828928
611	0.3091906327
612	0.3091034048
613	0.3089736943
614	0.3088849689
615	0.3088085284
616	0.3087328576
617	0.3086179198
618	0.3085031697
619	0.3083719758
620	0.3082592583
621	0.3081886386
622	0.3080829859
623	0.3080127276
624	0.3079356016
625	0.3078479653
626	0.3077572215
627	0.3076680502
628	0.3075851222
629	0.3074475723
630	0.307358739
631	0.3072943813
632	0.3071843677
633	0.3071096123
634	0.3069688751
635	0.3069267398
636	0.3067579734
637	0.3065807339
638	0.306463341
639	0.3063461875
640	0.3062011785
641	0.306132474
642	0.3060316939
643	0.3059583186
644	0.305849779
645	0.3057876323
646	0.3056548658
647	0.3055583105
648	0.3054276424
649	0.3053242664
650	0.3051947436
651	0.3051108627
652	0.3049800678
653	0.3049154332
654	0.3048150239
655	0.3047127088
656	0.3046253401
657	0.3045115852
658	0.3044391206
659	0.3043579999
660	0.3042054708
661	0.3041289222
662	0.3040461914
663	0.3039725016
664	0.3038819831
665	0.3037939759
666	0.3037010915
667	0.3036225573
668	0.3035150973
669	0.30340775
670	0.3033065146
671	0.3032116304
672	0.3031371755
673	0.3030111875
674	0.3029485713
675	0.3028915132
676	0.3028162837
677	0.3027216389
678	0.3026701387
679	0.3025633876
680	0.3024692357
681	0.3023648833
682	0.3022981785
683	0.3021711484
684	0.3020325142
685	0.301950755
686	0.3018345779
687	0.3017503449
688	0.3016855741
689	0.3015848081
690	0.3014520417
691	0.3013373714
692	0.3012262781
693	0.3011050219
694	0.3009983318
695	0.3008351984
696	0.3007081213
697	0.3006072286
698	0.3005316658
699	0.3004734106
700	0.3003803525
701	0.3003155019
702	0.3001830922
703	0.3000539872
704	0.2999788892
705	0.2998366028
706	0.299739503
707	0.2996768165
708	0.2995944659
709	0.2995064869
710	0.2993966094
711	0.299315254
712	0.2992217781
713	0.2991493229
714	0.2990827261
715	0.2989554096
716	0.2988772556
717	0.2987966935
718	0.2987209711
719	0.2986529426
720	0.2985823463
721	0.29849824
722	0.2983575075
723	0.2982469399
724	0.298124881
725	0.2979969167
726	0.2979133925
727	0.2978450917
728	0.2977461564
729	0.2976293597
730	0.2975091502
731	0.2974172375
732	0.2973358117
733	0.2972385382
734	0.2971640879
735	0.297078104
736	0.2969831964
737	0.2968823318
738	0.2968056846
739	0.2966808983
740	0.2966219249
741	0.2965022741
742	0.2963853694
743	0.2962878471
744	0.2962310752
745	0.2961517665
746	0.296049902
747	0.2959515676
748	0.2958881582
749	0.295819463
750	0.2956970942
751	0.295558352
752	0.2954485872
753	0.2953010152
754	0.2952169512
755	0.2951125284
756	0.2950387823
757	0.2949435273
758	0.29483073
759	0.2947258143
760	0.2945963526
761	0.2945329009
762	0.2944422368
763	0.2943518826
764	0.2942697385
765	0.2942017099
766	0.2941115341
767	0.2940481669
768	0.293947814
769	0.2938526482
770	0.2937101224
771	0.2936220026
772	0.2935423183
773	0.2934185178
774	0.2933315903
775	0.2932010865
776	0.2930809615
777	0.2929637047
778	0.2928389419
779	0.2927503762
780	0.2926527271
781	0.2925268846
782	0.2924151952
783	0.2923100917
784	0.2922292104
785	0.2921452027
786	0.2920562192
787	0.2919400984
788	0.2917953101
789	0.29168102
790	0.2916145593
791	0.2915165066
792	0.2914233593
793	0.2913412903
794	0.2912464202
795	0.2911029369
796	0.2910256654
797	0.2909602328
798	0.2908570774
799	0.2907574521
800	0.2906580802
801	0.2905482967
802	0.2904427566
803	0.2903835954
804	0.2903289031
805	0.2902379715
806	0.2901514994
807	0.2900439549
808	0.2899574969
809	0.2898904682
810	0.2898056531
811	0.2896857253
812	0.2896199406
813	0.2895341022
814	0.2894622526
815	0.2893680162
816	0.2892812671
817	0.289221214
818	0.2890842181
819	0.2890119882
820	0.2889248964
821	0.2888644537
822	0.2888222809
823	0.2887293214
824	0.2886314846
825	0.2885670424
826	0.2884910524
827	0.2883739506
828	0.2882964819
829	0.2882117232
830	0.2881226458
831	0.2880296534
832	0.2879185554
833	0.28784265
834	0.2877471274
835	0.2876884967
836	0.287572789
837	0.287503216
838	0.287375186
839	0.2872617738
840	0.2871624724
841	0.2870684566
842	0.2869828435
843	0.2868873491
844	0.286826484
845	0.2867066829
846	0.2866309511
847	0.2865619697
848	0.286471484
849	0.2863865703
850	0.2863292446
851	0.2862563904
852	0.2861723076
853	0.2861123953
854	0.285987778
855	0.2858718591
856	0.2857985918
857	0.285689334
858	0.2856401292
859	0.2855702981
860	0.2855044852
861	0.2854424699
862	0.2853564437
863	0.2852820733
864	0.2851590238
865	0.2850313083
866	0.2849171967
867	0.2848273213
868	0.2847407083
869	0.2846278875
870	0.2845744533
871	0.2845521699
872	0.2844723307
873	0.2843401838
874	0.2842538103
875	0.2841724408
876	0.2840900902
877	0.2840153395
878	0.2839089592
879	0.2838273221
880	0.2837649407
881	0.2837024466
882	0.2836149183
883	0.2835725248
884	0.2835097256
885	0.283436848
886	0.2833455408
887	0.2832281807
888	0.2831525429
889	0.2830779095
890	0.2829738153
891	0.2828943235
892	0.2828247177
893	0.2827625522
894	0.2827006167
895	0.2826236316
896	0.2825343946
897	0.2824287044
898	0.282326239
899	0.2822705422
900	0.2821738461
901	0.2820818066
902	0.2820247015
903	0.2819494861
904	0.2818369
905	0.2817516719
906	0.2816947592
907	0.2816288712
908	0.2815481307
909	0.2814313152
910	0.2813588929
911	0.281279387
912	0.2811684063
913	0.2811012838
914	0.2810043952
915	0.2808708119
916	0.2807393176
917	0.2806461046
918	0.2805597404
919	0.2804810184
920	0.2803535564
921	0.2802919495
922	0.2802239961
923	0.2800981442
924	0.2800373119
925	0.2799768269
926	0.2799212615
927	0.2798772016
928	0.2797993105
929	0.2797388255
930	0.279655921
931	0.2795705755
932	0.2795110529
933	0.2794453996
934	0.2793999831
935	0.279340451
936	0.2792605039
937	0.2792140875
938	0.2791191094
939	0.2789998107
940	0.2789254965
941	0.2788042403
942	0.2787651046
943	0.27868036
944	0.2786222315
945	0.2785569631
946	0.2784532726
947	0.2784088278
948	0.2783312559
949	0.2782827177
950	0.2781938657
951	0.2780720977
952	0.2779971452
953	0.2779119077
954	0.2778218585
955	0.2777636597
956	0.277678225
957	0.2776152755
958	0.2775112987
959	0.2774101149
960	0.2773406875
961	0.2772863003
962	0.2771984575
963	0.2771370994
964	0.2770571851
965	0.2769704501
966	0.2768620325
967	0.2767906945
968	0.2766900318
969	0.2766204072
970	0.2765737232
971	0.2764885232
972	0.2763333747
973	0.2762873151
974	0.2762310221
975	0.2761825168
976	0.2761165302
977	0.2760744513
978	0.2759938657
979	0.2759098064
980	0.2758372057
981	0.2757117199
982	0.2756097897
983	0.2755227121
984	0.2754411782
985	0.2753530303
986	0.275264319
987	0.2751651162
